,p1,p2,beta
7115,249698,75677,1
7116,249698,78822,1
7117,249698,84638,1
7118,249698,101162,1
7119,249698,157943,1
7120,249698,187041,1
7121,249698,207547,1
7122,249757,27004,1
7123,249757,30547,1
7124,249757,51140,1
7125,249757,76746,1
7126,249757,141516,1
7127,249757,176611,1
7128,249757,178680,1
7129,249757,239651,1
7130,250035,30966,1
7131,250035,50201,1
7132,250035,60044,1
7133,250035,106209,1
7134,250035,117699,1
7135,250035,120317,1
7136,250035,152296,1
7137,250035,171911,1
7138,250035,184127,1
7139,250102,3203,1
7140,250102,54436,1
7141,250102,63506,1
7142,250102,83245,1
7143,250102,177269,1
7144,250102,192323,1
7145,250102,221957,1
7146,250102,232306,1
7147,250131,93,1
7148,250131,4381,1
7149,250131,38217,1
7150,250131,56569,1
7151,250131,60030,1
7152,250131,79207,1
7153,250131,117972,1
7154,250131,132801,1
7155,250131,138290,1
7156,250131,187446,1
7157,250131,195593,1
7158,250131,227697,1
7159,250237,19828,1
7160,250237,24943,1
7161,250237,27711,1
7162,250237,65954,1
7163,250237,110629,1
7164,250237,150919,1
7165,250237,159624,1
7166,250237,198047,1
7167,250239,19828,1
7168,250239,27711,1
7169,250239,42004,1
7170,250239,150919,1
7171,250239,169920,1
7172,250239,244783,1
7173,250457,24161,1
7174,250457,28809,1
7175,250457,69636,1
7176,250457,115860,1
7177,250457,116710,1
7178,250457,118844,1
7179,250457,145657,1
7180,250457,164440,1
7181,250457,200829,1
7182,250457,208312,1
7183,250534,2515,1
7184,250534,50436,1
7185,250534,67917,1
7186,250534,73256,1
7187,250534,75281,1
7188,250534,93553,1
7189,250534,162176,1
7190,250534,167075,1
7191,250534,181539,1
7192,250617,13465,1
7193,250617,18946,1
7194,250617,33771,1
7195,250617,75452,1
7196,250617,128587,1
7197,250617,133921,1
7198,250617,139894,1
7199,250617,143047,1
7200,250617,151031,1
7201,250617,158547,1
7202,250617,228364,1
7203,250636,3396,1
7204,250636,60403,1
7205,250636,84638,1
7206,250636,86622,1
7207,250636,131175,1
7208,250636,151010,1
7209,250636,169882,1
7210,250636,198439,1
7211,250636,240460,1
7212,250829,91158,1
7213,250829,103890,1
7214,250829,124978,1
7215,250829,134809,1
7216,250829,199529,1
7217,250829,199648,1
7218,250829,207885,1
7219,250829,216350,1
7220,250829,218511,1
7221,250884,9704,1
7222,250884,40491,1
7223,250884,72116,1
7224,250884,77513,1
7225,250884,101815,1
7226,250884,126621,1
7227,250884,134716,1
7228,250884,204631,1
7229,251238,13067,1
7230,251238,49309,1
7231,251238,81399,1
7232,251238,84365,1
7233,251238,95297,1
7234,251238,143411,1
7235,251238,169986,1
7236,251238,208312,1
7237,251238,242332,1
7238,251238,247312,1
7239,251272,35542,1
7240,251272,52297,1
7241,251272,54400,1
7242,251272,83478,1
7243,251272,117151,1
7244,251272,175116,1
7245,251272,195234,1
7246,251272,203126,1
7247,251272,205007,1
7248,251272,238659,1
7249,251687,42839,1
7250,251687,52898,1
7251,251687,66478,1
7252,251687,92828,1
7253,251687,124323,1
7254,251687,154679,1
7255,251687,195478,1
7256,251687,227076,1
7257,252222,4999,1
7258,252222,23248,1
7259,252222,26714,1
7260,252222,76367,1
7261,252222,99471,1
7262,252222,106252,1
7263,252222,190684,1
7264,252222,195793,1
7265,252222,206053,1
7266,252222,233173,1
7267,252222,247370,1
7268,252465,4557,1
7269,252465,12772,1
7270,252465,21326,1
7271,252465,30582,1
7272,252465,70297,1
7273,252465,104257,1
7274,252465,168022,1
7275,252465,187072,1
7276,252465,237679,1
7277,252712,33471,1
7278,252712,81499,1
7279,252712,88090,1
7280,252712,136059,1
7281,252712,153578,1
7282,252712,179360,1
7283,252712,204410,1
7284,252712,216703,1
7285,252712,247895,1
7286,252989,2480,1
7287,252989,6818,1
7288,252989,44304,1
7289,252989,84461,1
7290,252989,147017,1
7291,252989,203761,1
7292,253154,3449,1
7293,253154,5950,1
7294,253154,24893,1
7295,253154,28252,1
7296,253154,42755,1
7297,253154,63377,1
7298,253154,100441,1
7299,253154,117699,1
7300,253154,132450,1
7301,253154,138158,1
7302,253154,177148,1
7303,253154,245881,1
7304,253230,6940,1
7305,253230,30084,1
7306,253230,58185,1
7307,253230,127301,1
7308,253230,137216,1
7309,253230,187039,1
7310,253230,188207,1
7311,253230,201880,1
7312,253230,201995,1
7313,253230,218751,1
7314,253230,220924,1
7315,253432,14441,1
7316,253432,98471,1
7317,253432,99471,1
7318,253432,104105,1
7319,253432,115895,1
7320,253432,145031,1
7321,253432,170808,1
7322,253432,192153,1
7323,253432,194313,1
7324,253432,205477,1
7325,253432,239905,1
7326,253475,1478,1
7327,253475,73728,1
7328,253475,97995,1
7329,253475,101737,1
7330,253475,121619,1
7331,253475,161433,1
7332,253475,177878,1
7333,253475,186470,1
7334,253475,193171,1
7335,253475,223745,1
7336,253484,47260,1
7337,253484,83965,1
7338,253484,98360,1
7339,253484,106836,1
7340,253484,131313,1
7341,253484,139287,1
7342,253484,188466,1
7343,253484,239905,1
7344,253705,38037,1
7345,253705,83509,1
7346,253705,97123,1
7347,253705,114861,1
7348,253705,114987,1
7349,253705,148146,1
7350,253705,153092,1
7351,253705,161060,1
7352,253705,166638,1
7353,253705,215665,1
7354,253812,11791,1
7355,253812,79629,1
7356,253812,85478,1
7357,253812,131095,1
7358,253812,151927,1
7359,253812,154150,1
7360,253812,199565,1
7361,253812,202322,1
7362,253812,216703,1
7363,253972,14871,1
7364,253972,16090,1
7365,253972,44615,1
7366,253972,107228,1
7367,253972,138802,1
7368,253972,162281,1
7369,253972,183956,1
7370,253972,203694,1
7371,253972,233553,1
7372,253972,246841,1
7373,254359,17039,1
7374,254359,21532,1
7375,254359,44723,1
7376,254359,48593,1
7377,254359,51140,1
7378,254359,83245,1
7379,254359,117888,1
7380,254359,178680,1
7381,254359,232306,1
7382,254359,249757,1
7383,254783,4595,1
7384,254783,21153,1
7385,254783,32092,1
7386,254783,37044,1
7387,254783,38687,1
7388,254783,44304,1
7389,254783,97995,1
7390,254783,123208,1
7391,254783,212222,1
7392,254783,234537,1
7393,254783,237173,1
7394,254837,35119,1
7395,254837,35952,1
7396,254837,38037,1
7397,254837,97071,1
7398,254837,119989,1
7399,254837,127496,1
7400,254837,131095,1
7401,254837,149698,1
7402,254837,161060,1
7403,254837,169649,1
7404,254837,228542,1
7405,255194,31951,1
7406,255194,40491,1
7407,255194,167033,1
7408,255194,172254,1
7409,255202,27638,1
7410,255202,33156,1
7411,255202,106566,1
7412,255202,160302,1
7413,255202,165709,1
7414,255202,165948,1
7415,255202,195616,1
7416,255286,9793,1
7417,255286,31673,1
7418,255286,42608,1
7419,255286,92477,1
7420,255286,101847,1
7421,255286,146460,1
7422,255286,156084,1
7423,255286,163132,1
7424,255286,172213,1
7425,255286,202015,1
7426,255286,241687,1
7427,255532,24854,1
7428,255532,49120,1
7429,255532,49800,1
7430,255532,62577,1
7431,255532,128715,1
7432,255532,142309,1
7433,255532,149698,1
7434,255532,160323,1
7435,255532,181881,1
7436,255532,194769,1
7437,255532,231726,1
7438,255532,237173,1
7439,255935,21673,1
7440,255935,45988,1
7441,255935,109677,1
7442,255935,131465,1
7443,255935,146723,1
7444,255935,192506,1
7445,255935,201753,1
7446,255935,204547,1
7447,255935,205288,1
7448,255935,246416,1
7449,256336,61083,1
7450,256336,67917,1
7451,256336,82241,1
7452,256336,142875,1
7453,256336,200236,1
7454,256336,214870,1
7455,256336,230397,1
7456,256336,238635,1
7457,256351,20495,1
7458,256351,57682,1
7459,256351,79968,1
7460,256351,85147,1
7461,256351,168188,1
7462,256351,169423,1
7463,256351,180250,1
7464,256351,194763,1
7465,256351,200101,1
7466,256351,250829,1
7467,256392,40491,1
7468,256392,77513,1
7469,256392,77746,1
7470,256392,126621,1
7471,256392,134716,1
7472,256392,172254,1
7473,256392,204631,1
7474,256392,250884,1
7475,256392,255194,1
7476,256485,8643,1
7477,256485,17039,1
7478,256485,27711,1
7479,256485,28620,1
7480,256485,46269,1
7481,256485,62567,1
7482,256485,78632,1
7483,256485,135715,1
7484,256485,203775,1
7485,256485,236380,1
7486,256485,249014,1
7487,256577,2423,1
7488,256577,13465,1
7489,256577,72774,1
7490,256577,76180,1
7491,256577,126847,1
7492,256577,158547,1
7493,256577,183508,1
7494,256577,226092,1
7495,256577,248206,1
7496,256577,248306,1
7497,256753,25916,1
7498,256753,33821,1
7499,256753,84717,1
7500,256753,94132,1
7501,256753,114950,1
7502,256753,128472,1
7503,256753,181299,1
7504,256753,188355,1
7505,256753,224658,1
7506,256770,866,1
7507,256770,2946,1
7508,256770,19598,1
7509,256770,20429,1
7510,256770,23163,1
7511,256770,66478,1
7512,256770,69661,1
7513,256770,125054,1
7514,256770,150919,1
7515,256770,178835,1
7516,256770,206713,1
7517,256770,230338,1
7518,256888,22566,1
7519,256888,117982,1
7520,256888,155439,1
7521,256888,169423,1
7522,256888,169566,1
7523,256888,174480,1
7524,256888,181808,1
7525,256888,220757,1
7526,256982,17266,1
7527,256982,44764,1
7528,256982,49062,1
7529,256982,107137,1
7530,256982,124160,1
7531,256982,132526,1
7532,256982,177450,1
7533,256982,202805,1
7534,256982,236553,1
7535,257067,45776,1
7536,257067,46551,1
7537,257067,56336,1
7538,257067,81159,1
7539,257067,98941,1
7540,257067,129424,1
7541,257067,186812,1
7542,257067,197832,1
7543,257067,209772,1
7544,257147,210,1
7545,257147,8372,1
7546,257147,18322,1
7547,257147,62902,1
7548,257147,70478,1
7549,257147,155341,1
7550,257147,162519,1
7551,257147,184270,1
7552,257147,194830,1
7553,257147,203448,1
7554,257147,242380,1
7555,257182,2666,1
7556,257182,5212,1
7557,257182,78477,1
7558,257182,92247,1
7559,257182,103237,1
7560,257182,117699,1
7561,257182,177148,1
7562,257182,187921,1
7563,257182,221354,1
7564,257182,235621,1
7565,257182,250035,1
7566,257199,15683,1
7567,257199,36057,1
7568,257199,59604,1
7569,257199,70133,1
7570,257199,117587,1
7571,257199,132414,1
7572,257199,162188,1
7573,257199,174340,1
7574,257199,195234,1
7575,257199,232729,1
7576,257199,241819,1
7577,257542,461,1
7578,257542,9793,1
7579,257542,31673,1
7580,257542,48009,1
7581,257542,92477,1
7582,257542,104628,1
7583,257542,117467,1
7584,257542,163132,1
7585,257542,187611,1
7586,257542,255286,1
7587,257672,8963,1
7588,257672,21326,1
7589,257672,76122,1
7590,257672,135345,1
7591,257672,167995,1
7592,257672,193171,1
7593,257672,207266,1
7594,257672,209772,1
7595,257672,229173,1
7596,257693,34434,1
7597,257693,46420,1
7598,257693,60907,1
7599,257693,86502,1
7600,257693,122509,1
7601,257693,168241,1
7602,257693,168456,1
7603,257900,107137,1
7604,257900,116094,1
7605,257900,207231,1
7606,257900,225720,1
7607,258047,9793,1
7608,258047,22727,1
7609,258047,31317,1
7610,258047,68608,1
7611,258047,98158,1
7612,258047,157816,1
7613,258047,163027,1
7614,258047,195458,1
7615,258047,246035,1
7616,258047,247260,1
7617,258120,29406,1
7618,258120,37611,1
7619,258120,52825,1
7620,258120,73662,1
7621,258120,92304,1
7622,258120,116825,1
7623,258120,154138,1
7624,258120,172789,1
7625,258120,176521,1
7626,258120,208847,1
7627,258120,214870,1
7628,258120,237145,1
7629,258226,8700,1
7630,258226,11791,1
7631,258226,28404,1
7632,258226,40856,1
7633,258226,64861,1
7634,258226,108431,1
7635,258226,115928,1
7636,258226,128715,1
7637,258226,146536,1
7638,258226,181509,1
7639,258226,215665,1
7640,258226,217038,1
7641,258226,225200,1
7642,258226,243644,1
7643,258450,11525,1
7644,258450,29406,1
7645,258450,37611,1
7646,258450,80932,1
7647,258450,116825,1
7648,258450,168034,1
7649,258450,175957,1
7650,258450,176521,1
7651,258450,200888,1
7652,258450,208847,1
7653,258495,11187,1
7654,258495,32343,1
7655,258495,111376,1
7656,258495,138525,1
7657,258495,153704,1
7658,258495,178073,1
7659,258495,232466,1
7660,258495,239155,1
7661,258495,239796,1
7662,258495,243644,1
7663,258814,22854,1
7664,258814,150919,1
7665,258814,170505,1
7666,258814,171784,1
7667,258814,182562,1
7668,258814,187920,1
7669,258814,197129,1
7670,258814,201480,1
7671,258814,202481,1
7672,258839,35471,1
7673,258839,47489,1
7674,258839,61979,1
7675,258839,69231,1
7676,258839,110752,1
7677,258839,169552,1
7678,258839,199175,1
7679,258839,218333,1
7680,258927,8643,1
7681,258927,38628,1
7682,258927,45329,1
7683,258927,63647,1
7684,258927,115995,1
7685,258927,132733,1
7686,258927,181770,1
7687,258927,202978,1
7688,258927,217555,1
7689,258927,239869,1
7690,259003,9037,1
7691,259003,27855,1
7692,259003,31533,1
7693,259003,63884,1
7694,259003,91949,1
7695,259003,113005,1
7696,259003,113285,1
7697,259003,195791,1
7698,259003,204078,1
7699,259003,240221,1
7700,259250,8700,1
7701,259250,38687,1
7702,259250,76640,1
7703,259250,86345,1
7704,259250,115825,1
7705,259250,122928,1
7706,259250,155508,1
7707,259250,156483,1
7708,259250,168194,1
7709,259250,169262,1
7710,259257,3633,1
7711,259257,39508,1
7712,259257,92462,1
7713,259257,111908,1
7714,259257,133636,1
7715,259257,164427,1
7716,259257,180140,1
7717,259257,198141,1
7718,259257,202400,1
7719,259257,245377,1
7720,259330,1010,1
7721,259330,11925,1
7722,259330,15851,1
7723,259330,30966,1
7724,259330,67341,1
7725,259330,89405,1
7726,259330,115264,1
7727,259330,120317,1
7728,259330,130675,1
7729,259330,138158,1
7730,259330,157789,1
7731,259330,171911,1
7732,259330,176789,1
7733,259330,184127,1
7734,259330,226808,1
7735,259330,250035,1
7736,259371,2515,1
7737,259371,46047,1
7738,259371,50436,1
7739,259371,131175,1
7740,259371,153725,1
7741,259371,162176,1
7742,259371,167075,1
7743,259371,250534,1
7744,259418,35119,1
7745,259418,35952,1
7746,259418,97071,1
7747,259418,101278,1
7748,259418,119989,1
7749,259418,127496,1
7750,259418,153092,1
7751,259418,161060,1
7752,259418,228542,1
7753,259418,254837,1
7754,259608,866,1
7755,259608,13067,1
7756,259608,58288,1
7757,259608,91462,1
7758,259608,100441,1
7759,259608,162029,1
7760,259608,169889,1
7761,259608,169986,1
7762,259608,182138,1
7763,259608,189431,1
7764,259608,203775,1
7765,259608,233129,1
7766,259608,239825,1
7767,259664,14014,1
7768,259664,125551,1
7769,259664,135401,1
7770,259664,146460,1
7771,259664,163132,1
7772,259664,227631,1
7773,259741,39875,1
7774,259741,50451,1
7775,259741,53941,1
7776,259741,103237,1
7777,259741,106543,1
7778,259741,169438,1
7779,259741,205959,1
7780,259741,227705,1
7781,259741,234306,1
7782,259791,1728,1
7783,259791,28847,1
7784,259791,48593,1
7785,259791,100441,1
7786,259791,124323,1
7787,259791,217555,1
7788,259859,6818,1
7789,259859,11791,1
7790,259859,40856,1
7791,259859,64861,1
7792,259859,97404,1
7793,259859,100940,1
7794,259859,112054,1
7795,259859,215665,1
7796,259859,232466,1
7797,259859,243808,1
7798,259859,258226,1
7799,259951,6818,1
7800,259951,23949,1
7801,259951,31453,1
7802,259951,79629,1
7803,259951,96371,1
7804,259951,101278,1
7805,259951,123421,1
7806,259951,141127,1
7807,259951,145252,1
7808,259951,155804,1
7809,259951,203202,1
7810,259951,216703,1
7811,259951,247903,1
7812,260052,27711,1
7813,260052,43021,1
7814,260052,101942,1
7815,260052,114963,1
7816,260052,116556,1
7817,260052,139239,1
7818,260052,152932,1
7819,260052,153374,1
7820,260052,200707,1
7821,260135,5212,1
7822,260135,43854,1
7823,260135,53379,1
7824,260135,78477,1
7825,260135,92247,1
7826,260135,120377,1
7827,260135,169078,1
7828,260135,257182,1
7829,260198,17244,1
7830,260198,22105,1
7831,260198,96881,1
7832,260198,105472,1
7833,260198,114204,1
7834,260198,116580,1
7835,260198,126918,1
7836,260198,162370,1
7837,260198,169019,1
7838,260198,216794,1
7839,260198,234388,1
7840,260366,5381,1
7841,260366,56622,1
7842,260366,92670,1
7843,260366,96169,1
7844,260366,112034,1
7845,260366,146035,1
7846,260366,183506,1
7847,260392,22566,1
7848,260392,47023,1
7849,260392,112886,1
7850,260392,124213,1
7851,260392,127575,1
7852,260392,128255,1
7853,260392,141027,1
7854,260392,155439,1
7855,260392,220757,1
7856,260454,27638,1
7857,260454,31941,1
7858,260454,33156,1
7859,260454,43905,1
7860,260454,58398,1
7861,260454,65719,1
7862,260454,97863,1
7863,260454,128586,1
7864,260454,165709,1
7865,260454,165948,1
7866,260454,195616,1
7867,260454,255202,1
7868,260513,11314,1
7869,260513,17326,1
7870,260513,128252,1
7871,260513,140146,1
7872,260513,177406,1
7873,260513,232306,1
7874,260513,233553,1
7875,260513,242265,1
7876,260513,247312,1
7877,260534,4999,1
7878,260534,12753,1
7879,260534,31949,1
7880,260534,61588,1
7881,260534,97101,1
7882,260534,128778,1
7883,260534,169007,1
7884,260534,172393,1
7885,260534,192025,1
7886,260534,198141,1
7887,260534,232705,1
7888,260534,237838,1
7889,260685,12796,1
7890,260685,25474,1
7891,260685,46551,1
7892,260685,120982,1
7893,260685,121102,1
7894,260685,129424,1
7895,260685,140107,1
7896,260685,160323,1
7897,260685,172369,1
7898,260685,197832,1
7899,260933,34485,1
7900,260933,37339,1
7901,260933,45467,1
7902,260933,82396,1
7903,260933,83478,1
7904,260933,83874,1
7905,260933,142875,1
7906,260933,153725,1
7907,260933,169087,1
7908,260933,185487,1
7909,260933,214525,1
7910,260933,225593,1
7911,260980,20530,1
7912,260980,39875,1
7913,260980,53941,1
7914,260980,55163,1
7915,260980,143411,1
7916,260980,169438,1
7917,260980,230954,1
7918,260980,233016,1
7919,261132,59351,1
7920,261132,79874,1
7921,261132,111376,1
7922,261132,116452,1
7923,261132,153704,1
7924,261132,155508,1
7925,261132,217038,1
7926,261132,243644,1
7927,261132,257067,1
7928,261132,258495,1
7929,261223,2666,1
7930,261223,43854,1
7931,261223,53379,1
7932,261223,69993,1
7933,261223,117606,1
7934,261223,120377,1
7935,261223,165722,1
7936,261223,169078,1
7937,261223,183275,1
7938,261223,210430,1
7939,261223,260135,1
7940,261324,20856,1
7941,261324,118844,1
7942,261324,179450,1
7943,261324,187920,1
7944,261324,203736,1
7945,261324,210762,1
7946,261324,226690,1
7947,261437,3281,1
7948,261437,7565,1
7949,261437,19871,1
7950,261437,48593,1
7951,261437,79698,1
7952,261437,133160,1
7953,261562,34564,1
7954,261562,35825,1
7955,261562,39574,1
7956,261562,76854,1
7957,261562,90953,1
7958,261562,95851,1
7959,261562,103351,1
7960,261562,142309,1
7961,261562,169202,1
7962,261562,178403,1
7963,261562,202022,1
7964,261562,231726,1
7965,261562,239155,1
7966,261641,18678,1
7967,261641,67917,1
7968,261641,101438,1
7969,261641,131175,1
7970,261641,167075,1
7971,261641,198439,1
7972,261641,200236,1
7973,261641,241990,1
7974,261641,259371,1
7975,261810,11472,1
7976,261810,34485,1
7977,261810,41974,1
7978,261810,45467,1
7979,261810,83874,1
7980,261810,92670,1
7981,261810,102098,1
7982,261810,169087,1
7983,261810,208847,1
7984,261810,214525,1
7985,261810,249698,1
7986,261810,260933,1
7987,262205,6721,1
7988,262205,32343,1
7989,262205,32606,1
7990,262205,97123,1
7991,262205,114861,1
7992,262205,123208,1
7993,262205,124536,1
7994,262205,128715,1
7995,262205,148146,1
7996,262205,166638,1
7997,262205,178073,1
7998,262458,968,1
7999,262458,85322,1
8000,262458,121564,1
8001,262458,134745,1
8002,262458,167291,1
8003,262458,203775,1
8004,262458,249014,1
8005,262458,251687,1
8006,262548,11791,1
8007,262548,28404,1
8008,262548,40856,1
8009,262548,57973,1
8010,262548,108431,1
8011,262548,115928,1
8012,262548,128715,1
8013,262548,193171,1
8014,262548,209772,1
8015,262697,210,1
8016,262697,8372,1
8017,262697,45848,1
8018,262697,124443,1
8019,262697,140746,1
8020,262697,160721,1
8021,262697,168532,1
8022,262697,203448,1
8023,262697,225521,1
8024,262697,257147,1
8025,262807,1010,1
8026,262807,24934,1
8027,262807,49309,1
8028,262807,129971,1
8029,262807,130675,1
8030,262807,143411,1
8031,262807,152296,1
8032,262807,157789,1
8033,262807,176789,1
8034,262807,223121,1
8035,262931,40615,1
8036,262931,45848,1
8037,262931,63805,1
8038,262931,128701,1
8039,262931,140746,1
8040,262931,155341,1
8041,262931,216801,1
8042,262931,225521,1
8043,262946,46047,1
8044,262946,70826,1
8045,262946,115232,1
8046,262946,139579,1
8047,262946,153554,1
8048,262946,153725,1
8049,262946,162005,1
8050,262946,195962,1
8051,263021,30131,1
8052,263021,34434,1
8053,263021,35656,1
8054,263021,46420,1
8055,263021,122509,1
8056,263021,131129,1
8057,263021,257693,1
8058,263114,33821,1
8059,263114,43709,1
8060,263114,45988,1
8061,263114,65771,1
8062,263114,68203,1
8063,263114,100351,1
8064,263114,109677,1
8065,263114,131465,1
8066,263114,192506,1
8067,263114,246416,1
8068,263114,255935,1
8069,263482,24105,1
8070,263482,46202,1
8071,263482,89405,1
8072,263482,90336,1
8073,263482,99985,1
8074,263482,113436,1
8075,263482,172259,1
8076,263482,179726,1
8077,263482,187894,1
8078,263482,192974,1
8079,263482,227240,1
8080,263703,42555,1
8081,263703,83804,1
8082,263703,105825,1
8083,263703,126268,1
8084,263703,137980,1
8085,263703,211976,1
8086,263703,221092,1
8087,263703,234882,1
8088,263703,236222,1
8089,263703,245016,1
8090,263978,11472,1
8091,263978,67409,1
8092,263978,75281,1
8093,263978,83874,1
8094,263978,168034,1
8095,263978,169087,1
8096,263978,173758,1
8097,263978,200888,1
8098,263978,214525,1
8099,263978,261810,1
8100,264012,15851,1
8101,264012,51140,1
8102,264012,80588,1
8103,264012,82323,1
8104,264012,100441,1
8105,264012,134247,1
8106,264012,141516,1
8107,264012,177148,1
8108,264012,187262,1
8109,264012,209610,1
8110,264012,248230,1
8111,264098,35471,1
8112,264098,36737,1
8113,264098,47054,1
8114,264098,47489,1
8115,264098,110752,1
8116,264098,132202,1
8117,264098,169298,1
8118,264098,169552,1
8119,264098,199175,1
8120,264098,258839,1
8121,264196,47054,1
8122,264196,61979,1
8123,264196,67430,1
8124,264196,69231,1
8125,264196,101481,1
8126,264196,110752,1
8127,264196,163866,1
8128,264196,193603,1
8129,264196,205660,1
8130,264403,25916,1
8131,264403,33701,1
8132,264403,47605,1
8133,264403,53174,1
8134,264403,86945,1
8135,264403,103597,1
8136,264403,128472,1
8137,264403,137286,1
8138,264403,211821,1
8139,264403,233651,1
8140,264465,5940,1
8141,264465,8730,1
8142,264465,30084,1
8143,264465,50903,1
8144,264465,101526,1
8145,264465,110629,1
8146,264465,150919,1
8147,264465,159624,1
8148,264465,166072,1
8149,264465,222739,1
8150,264465,250237,1
8151,264465,250239,1
8152,264779,13067,1
8153,264779,162029,1
8154,264779,169986,1
8155,264779,189431,1
8156,264779,216794,1
8157,264779,242332,1
8158,264779,259608,1
8159,264952,3633,1
8160,264952,28732,1
8161,264952,37430,1
8162,264952,133636,1
8163,264952,170808,1
8164,264952,174767,1
8165,264952,198141,1
8166,264952,226432,1
8167,264952,245377,1
8168,264952,259257,1
8169,265032,20495,1
8170,265032,47803,1
8171,265032,85147,1
8172,265032,117644,1
8173,265032,168188,1
8174,265032,180250,1
8175,265032,200101,1
8176,265032,223722,1
8177,265032,256351,1
8178,265099,5241,1
8179,265099,16101,1
8180,265099,36057,1
8181,265099,56151,1
8182,265099,78822,1
8183,265099,100797,1
8184,265099,137872,1
8185,265099,167841,1
8186,265099,187041,1
8187,265099,206518,1
8188,265099,251272,1
8189,265191,63453,1
8190,265191,76180,1
8191,265191,96399,1
8192,265191,104433,1
8193,265191,126847,1
8194,265191,139894,1
8195,265191,151031,1
8196,265191,152564,1
8197,265191,173680,1
8198,265191,183508,1
8199,265191,243463,1
8200,265191,248206,1
8201,265191,248306,1
8202,265223,15851,1
8203,265223,76842,1
8204,265223,115860,1
8205,265223,167416,1
8206,265223,187262,1
8207,265223,209610,1
8208,265223,210632,1
8209,265223,259003,1
8210,265223,261223,1
8211,265364,14859,1
8212,265364,47023,1
8213,265364,68730,1
8214,265364,78239,1
8215,265364,85245,1
8216,265364,124978,1
8217,265364,177479,1
8218,265364,179796,1
8219,265364,243599,1
8220,265425,5381,1
8221,265425,11525,1
8222,265425,17745,1
8223,265425,75281,1
8224,265425,83478,1
8225,265425,92670,1
8226,265425,116365,1
8227,265425,146035,1
8228,265425,250636,1
8229,265425,256336,1
8230,265479,5656,1
8231,265479,16518,1
8232,265479,36441,1
8233,265479,56569,1
8234,265479,79207,1
8235,265479,92513,1
8236,265479,101222,1
8237,265479,138290,1
8238,265479,168213,1
8239,265479,187446,1
8240,265479,195593,1
8241,266092,25822,1
8242,266092,97995,1
8243,266092,107349,1
8244,266092,121102,1
8245,266092,147017,1
8246,266092,151927,1
8247,266092,247703,1
8248,266092,252989,1
8249,266400,20856,1
8250,266400,24389,1
8251,266400,24943,1
8252,266400,47114,1
8253,266400,119324,1
8254,266400,127301,1
8255,266400,158237,1
8256,266400,183556,1
8257,266400,233005,1
8258,266400,239688,1
8259,266770,9704,1
8260,266770,101815,1
8261,266770,107380,1
8262,266770,113811,1
8263,266770,126621,1
8264,266770,172359,1
8265,266770,189337,1
8266,266770,255194,1
8267,267202,31951,1
8268,267202,57183,1
8269,267202,77513,1
8270,267202,77746,1
8271,267202,167033,1
8272,267202,172254,1
8273,267202,181398,1
8274,267202,204631,1
8275,267202,250884,1
8276,267202,256392,1
8277,267202,266770,1
8278,267220,24761,1
8279,267220,33471,1
8280,267220,41929,1
8281,267220,88903,1
8282,267220,96520,1
8283,267220,102927,1
8284,267220,136059,1
8285,267220,247895,1
8286,267220,252712,1
8287,267284,2096,1
8288,267284,2423,1
8289,267284,18515,1
8290,267284,104433,1
8291,267284,117336,1
8292,267284,139894,1
8293,267284,143047,1
8294,267284,183508,1
8295,267284,248306,1
8296,267327,50159,1
8297,267327,87498,1
8298,267327,107228,1
8299,267327,119958,1
8300,267327,162373,1
8301,267327,170505,1
8302,267327,182562,1
8303,267327,197129,1
8304,267327,202481,1
8305,267327,258814,1
8306,267658,22390,1
8307,267658,47114,1
8308,267658,78632,1
8309,267658,86382,1
8310,267658,115995,1
8311,267658,153351,1
8312,267658,158237,1
8313,267658,162045,1
8314,267658,162373,1
8315,267658,203736,1
8316,267658,239688,1
8317,267658,264779,1
8318,267667,4048,1
8319,267667,44301,1
8320,267667,84399,1
8321,267667,105825,1
8322,267667,113882,1
8323,267667,136635,1
8324,267667,156920,1
8325,267667,190684,1
8326,267667,236222,1
8327,267667,245016,1
8328,267680,17258,1
8329,267680,26507,1
8330,267680,52262,1
8331,267680,80588,1
8332,267680,87595,1
8333,267680,96721,1
8334,267680,126524,1
8335,267680,179860,1
8336,267680,182138,1
8337,267680,210195,1
8338,267680,227240,1
8339,267696,3310,1
8340,267696,13385,1
8341,267696,17368,1
8342,267696,50436,1
8343,267696,101438,1
8344,267696,157943,1
8345,267696,162176,1
8346,267696,173758,1
8347,267696,181539,1
8348,267696,259371,1
8349,267775,11925,1
8350,267775,53412,1
8351,267775,54436,1
8352,267775,88839,1
8353,267775,91479,1
8354,267775,145657,1
8355,267775,150286,1
8356,267775,157612,1
8357,267775,158057,1
8358,267775,203694,1
8359,267775,248838,1
8360,267858,7940,1
8361,267858,24421,1
8362,267858,29586,1
8363,267858,48947,1
8364,267858,52563,1
8365,267858,101908,1
8366,267858,162939,1
8367,267858,166072,1
8368,267858,181804,1
8369,267858,200707,1
8370,267858,244783,1
8371,267938,21855,1
8372,267938,167291,1
8373,267938,169019,1
8374,267938,185068,1
8375,267938,201480,1
8376,267938,209610,1
8377,267938,219316,1
8378,267938,248838,1
8379,268551,3781,1
8380,268551,23163,1
8381,268551,57020,1
8382,268551,115860,1
8383,268551,116710,1
8384,268551,160531,1
8385,268551,177148,1
8386,268551,208312,1
